date,USD/NTD,RMB/NTD,EU/USD,USD/JPY,GBP/USD,AUD/USD,USD/HKD,USD/RMB
2009/1/5,33.01,-,1.3881,92.005,1.4471,0.71305,7.7515,-
2009/1/6,33.044,-,1.35095,93.125,1.4577,0.71165,7.75405,-
2009/1/7,32.94,-,1.3513,93.855,1.4913,0.72155,7.75355,-
2009/1/8,33.083,-,1.36225,92.565,1.50675,0.70785,7.7545,-
2009/1/9,33.12,-,1.36805,91.1,1.52085,0.70825,7.75825,-
2009/1/10,33.16,-,1.34595,90.36,1.5162,0.70425,7.75755,-
2009/1/12,33.241,-,1.339,90.185,1.5085,0.69185,7.75755,-
2009/1/13,33.238,-,1.3317,89.32,1.47685,0.67705,7.75525,-
2009/1/14,33.245,-,1.3275,89.685,1.4579,0.67695,7.7574,-
2009/1/15,33.325,-,1.3175,88.89,1.4603,0.65865,7.7591,-
2009/1/16,33.324,-,1.3271,90.34,1.48775,0.67445,7.75885,-
2009/1/17,33.355,-,1.3267,90.73,1.47555,0.67265,7.7594,-
2009/1/19,33.487,-,1.3339,90.85,1.4844,0.6811,7.75925,-
2009/1/20,33.661,-,1.29975,90.16,1.41925,0.65925,7.7577,-
2009/1/21,33.599,-,1.297,89.875,1.39525,0.6526,7.75885,-
2009/2/2,33.795,-,1.2736,89.66,1.44135,0.63265,7.7553,-
2009/2/3,33.65,-,1.2866,89.495,1.4227,0.63775,7.7534,-
2009/2/4,33.677,-,1.302,89.6,1.4407,0.649,7.75425,-
2009/2/5,33.661,-,1.28405,89.35,1.4454,0.6434,7.75435,-
2009/2/6,33.656,-,1.2794,90.975,1.46405,0.6531,7.7544,-
2009/2/9,33.636,-,1.29385,91.28,1.4759,0.6679,7.75345,-
2009/2/10,33.88,-,1.28225,91.35,1.4816,0.66735,7.75255,-
2009/2/11,34.01,-,1.29155,90.32,1.44915,0.65625,7.75195,-
2009/2/12,34.022,-,1.29015,89.985,1.43625,0.6537,7.75155,-
2009/2/13,34.008,-,1.29225,90.965,1.43765,0.6568,7.7533,-
2009/2/16,34.103,-,1.27635,91.76,1.42375,0.65125,7.75305,-
2009/2/17,34.389,-,1.2643,92.445,1.42055,0.64225,7.75415,-
2009/2/18,34.641,-,1.25855,92.435,1.423,0.6393,7.75545,-
2009/2/19,34.68,-,1.25775,93.39,1.4244,0.6424,7.75485,-
2009/2/20,34.8,-,1.2584,94.035,1.4217,0.6384,7.7539,-
2009/2/23,34.67,-,1.28795,93.065,1.44875,0.6486,7.75275,-
2009/2/24,34.697,-,1.274,95.065,1.457,0.6467,7.75315,-
2009/2/25,34.734,-,1.28235,97.205,1.4525,0.65065,7.75335,-
2009/2/26,34.823,-,1.27175,97.815,1.42375,0.64875,7.75415,-
2009/2/27,34.94,-,1.27435,97.675,1.4302,0.64565,7.7543,-
2009/3/2,35.184,-,1.25715,97.385,1.42185,0.63325,7.7574,-
2009/3/3,35.059,-,1.2628,97.455,1.40965,0.64025,7.7579,-
2009/3/4,35.009,-,1.24965,98.455,1.40285,0.6333,7.75825,-
2009/3/5,34.88,-,1.2604,99.2,1.4152,0.64235,7.7592,-
2009/3/6,34.887,-,1.2578,98.19,1.41745,0.6417,7.7559,-
2009/3/9,34.815,-,1.2666,98.27,1.41235,0.64085,7.7557,-
2009/3/10,34.65,-,1.26665,98.91,1.37985,0.63875,7.7559,-
2009/3/11,34.44,-,1.26685,98.45,1.37125,0.643,7.7567,-
2009/3/12,34.467,-,1.28495,96.335,1.3894,0.6487,7.7552,-
2009/3/13,34.48,-,1.29005,97.725,1.38865,0.65225,7.7535,-
2009/3/16,34.457,-,1.2899,98.225,1.40295,0.65635,7.753,-
2009/3/17,34.304,-,1.30305,98.455,1.4134,0.66175,7.7524,-
2009/3/18,34.168,-,1.30365,98.45,1.4041,0.66165,7.7523,-
2009/3/19,33.833,-,1.3452,95.4,1.42015,0.67435,7.75185,-
2009/3/20,33.795,-,1.3657,94.62,1.4464,0.68785,7.7513,-
2009/3/23,33.8,-,1.3666,96.215,1.4518,0.6968,7.75005,-
2009/3/24,33.762,-,1.36495,98.22,1.46865,0.70655,7.7503,-
2009/3/25,33.93,-,1.3459,97.58,1.4661,0.69585,7.7501,-
2009/3/26,33.849,-,1.357,97.775,1.4591,0.69925,7.7501,-
2009/3/27,33.758,-,1.3574,98.4,1.4488,0.6984,7.74995,-
2009/3/30,33.9,-,1.32145,96.895,1.4191,0.6817,7.75,-
2009/3/31,33.972,-,1.3235,98.125,1.429,0.68665,7.7501,-
2009/4/1,33.8,-,1.3195,98.72,1.4282,0.68795,7.75085,-
2009/4/2,33.59,-,1.327,98.765,1.44925,0.70335,7.7508,-
2009/4/3,33.38,-,1.3417,99.66,1.46915,0.7132,7.7503,-
2009/4/6,33.119,-,1.3565,100.82,1.49365,0.71815,7.7501,-
2009/4/7,33.5,-,1.3349,100.465,1.4667,0.7114,7.7505,-
2009/4/8,33.88,-,1.3173,100,1.4683,0.7067,7.75075,-
2009/4/9,33.78,-,1.3257,99.955,1.4728,0.71095,7.75075,-
2009/4/10,33.809,-,1.3147,100.34,1.4668,0.7202,7.75025,-
2009/4/13,33.723,-,1.3173,100.36,1.4665,0.72235,7.7503,-
2009/4/14,33.61,-,1.3346,99.775,1.48815,0.72855,7.75055,-
2009/4/15,33.759,-,1.32525,98.535,1.4884,0.71795,7.7504,-
2009/4/16,33.779,-,1.31905,98.885,1.49765,0.72435,7.7505,-
2009/4/17,33.807,-,1.30945,99.425,1.48675,0.7194,7.7503,-
2009/4/20,33.798,-,1.3013,98.935,1.4738,0.7191,7.75015,-
2009/4/21,33.893,-,1.29455,98.345,1.45535,0.7024,7.7503,-
2009/4/22,33.845,-,1.29385,98.325,1.464,0.7049,7.7503,-
2009/4/23,33.856,-,1.3028,98.005,1.4552,0.7086,7.7501,-
2009/4/24,33.69,-,1.3173,97.05,1.46815,0.7135,7.75015,-
2009/4/27,33.735,-,1.31795,96.75,1.462,0.7135,7.7502,-
2009/4/28,33.77,-,1.30115,96.085,1.45795,0.70245,7.75015,-
2009/4/29,33.68,-,1.3201,96.82,1.4712,0.71345,7.7504,-
2009/4/30,33.188,-,1.3292,97.285,1.48105,0.72525,7.7503,-
2009/5/4,33.35,-,1.33165,99.465,1.4943,0.73535,7.7503,-
2009/5/5,33.085,-,1.33705,98.77,1.50045,0.74065,7.7501,-
2009/5/6,33.135,-,1.3261,98.235,1.5021,0.73555,7.7504,-
2009/5/7,33.145,-,1.3291,98.57,1.5124,0.75215,7.75045,-
2009/5/8,33.09,-,1.3396,99.18,1.5022,0.75445,7.75025,-
2009/5/11,32.851,-,1.36315,98.435,1.52055,0.76675,7.74995,-
2009/5/12,32.935,-,1.36085,97.29,1.5121,0.75975,7.7501,-
2009/5/13,32.85,-,1.3683,96.575,1.53125,0.7684,7.7502,-
2009/5/14,32.96,-,1.3575,95.515,1.5138,0.7535,7.75005,-
2009/5/15,32.873,-,1.36375,95.92,1.52325,0.7601,7.7513,-
2009/5/18,33.03,-,1.34595,95.01,1.5167,0.75035,7.7536,-
2009/5/19,32.891,-,1.35695,96.425,1.5342,0.76655,7.75195,-
2009/5/20,32.87,-,1.36005,95.635,1.54765,0.77025,7.75225,-
2009/5/21,32.743,-,1.37925,94.525,1.57875,0.7763,7.7532,-
2009/5/22,32.65,-,1.3915,94.15,1.58575,0.77755,7.7522,-
2009/5/25,32.64,-,1.40135,95.145,1.58965,0.7815,7.752,-
2009/5/26,32.663,-,1.398,94.685,1.58945,0.7787,7.75125,-
2009/5/27,32.55,-,1.39495,95.43,1.59565,0.7846,7.7528,-
2009/6/1,32.363,-,1.4133,95.23,1.6228,0.8051,7.7516,-
2009/6/2,32.349,-,1.4158,96.38,1.64375,0.81005,7.7524,-
2009/6/3,32.493,-,1.4307,95.685,1.6612,0.8247,7.7524,-
2009/6/4,32.69,-,1.4166,96.15,1.62355,0.80075,7.7523,-
2009/6/5,32.566,-,1.41905,96.76,1.60945,0.80395,7.75145,-
2009/6/6,32.672,-,1.3975,98.66,1.59795,0.79325,7.7522,-
2009/6/8,32.835,-,1.39685,98.455,1.59235,0.7967,7.75215,-
2009/6/9,32.935,-,1.38855,98.115,1.604,0.78835,7.7521,-
2009/6/10,32.708,-,1.40815,97.635,1.63285,0.80615,7.7517,-
2009/6/11,32.746,-,1.4051,97.82,1.6423,0.81115,7.75195,-
2009/6/12,32.757,-,1.40855,97.905,1.65615,0.81515,7.75125,-
2009/6/15,32.899,-,1.3933,98.44,1.63655,0.8062,7.7504,-
2009/6/16,32.935,-,1.3845,96.395,1.6318,0.79345,7.75075,-
2009/6/17,32.897,-,1.3891,96.58,1.6443,0.7954,7.7502,-
2009/6/18,32.924,-,1.39325,95.755,1.636,0.7923,7.75055,-
2009/6/19,32.872,-,1.39425,96.625,1.63735,0.8046,7.7504,-
2009/6/22,32.901,-,1.39075,96.07,1.6497,0.8015,7.75035,-
2009/6/23,32.95,-,1.3857,95.205,1.63165,0.78305,7.751,-
2009/6/24,32.86,-,1.40975,95.64,1.64735,0.79635,7.75015,-
2009/6/25,32.866,-,1.3967,96.285,1.64575,0.80075,7.75015,-
2009/6/26,32.943,-,1.4037,95.84,1.63845,0.80525,7.75015,-
2009/6/29,32.927,-,1.4022,95.37,1.6478,0.80055,7.7501,-
2009/6/30,32.858,-,1.41135,95.745,1.6626,0.80985,7.75015,-
2009/7/1,32.76,-,1.4021,96.78,1.63915,0.80275,7.7503,-
2009/7/2,32.82,-,1.4122,96.575,1.6468,0.80445,7.75025,-
2009/7/3,32.92,-,1.39875,95.985,1.638,0.7967,7.75035,-
2009/7/6,32.927,-,1.39935,95.52,1.63155,0.79585,7.75035,-
2009/7/7,32.977,-,1.39745,95.34,1.62685,0.79765,7.75025,-
2009/7/8,33.056,-,1.3911,94.29,1.60905,0.78675,7.75045,-
2009/7/9,33.004,-,1.39015,93.145,1.60965,0.7794,7.75045,-
2009/7/10,32.985,-,1.3979,92.99,1.6303,0.78165,7.75035,-
2009/7/13,33.143,-,1.39215,92.415,1.6118,0.776,7.75055,-
2009/7/14,33.085,-,1.3979,93.265,1.6241,0.7848,7.75045,-
2009/7/15,32.984,-,1.3981,93.54,1.63185,0.79365,7.75035,-
2009/7/16,32.932,-,1.408,93.905,1.64005,0.79895,7.75035,-
2009/7/17,32.944,-,1.41185,93.66,1.63835,0.80005,7.75025,-
2009/7/20,32.832,-,1.4167,94.64,1.63945,0.80655,7.75025,-
2009/7/21,32.787,-,1.4204,93.955,1.6505,0.81245,7.75025,-
2009/7/22,32.8,-,1.42095,93.71,1.6413,0.8166,7.75015,-
2009/7/23,32.817,-,1.42425,94.215,1.6482,0.81835,7.75015,-
2009/7/24,32.813,-,1.41725,94.86,1.65095,0.8157,7.74995,-
2009/7/27,32.83,-,1.42325,94.82,1.64575,0.82055,7.75015,-
2009/7/28,32.752,-,1.42695,95.085,1.65185,0.82945,7.75015,-
2009/7/29,32.849,-,1.41745,94.255,1.6432,0.82535,7.75025,-
2009/7/30,32.869,-,1.40635,95.06,1.64005,0.8187,7.75065,-
2009/7/31,32.763,-,1.4127,95.34,1.654,0.8294,7.7501,-
2009/8/3,32.769,-,1.42405,94.695,1.67155,0.83685,7.75005,-
2009/8/4,32.691,-,1.4383,95.05,1.6929,0.8416,7.75005,-
2009/8/5,32.689,-,1.43935,95.01,1.69195,0.84165,7.75015,-
2009/8/6,32.739,-,1.44105,95.115,1.7,0.84385,7.7501,-
2009/8/10,32.808,-,1.42155,97.195,1.67175,0.83975,7.75035,-
2009/8/11,32.874,-,1.41395,96.66,1.6482,0.8344,7.7503,-
2009/8/12,32.884,-,1.41425,95.53,1.64855,0.8237,7.751,-
2009/8/13,32.935,-,1.4218,96.09,1.652,0.8361,7.7507,-
2009/8/14,32.892,-,1.426,95.23,1.6552,0.84215,7.7506,-
2009/8/17,32.928,-,1.4137,94.445,1.64235,0.82065,7.7508,-
2009/8/18,32.99,-,1.4112,94.925,1.6373,0.82415,7.75105,-
2009/8/19,32.975,-,1.4124,94.465,1.6519,0.8257,7.752,-
2009/8/20,32.983,-,1.42375,94.38,1.65435,0.8307,7.75115,-
2009/8/21,32.935,-,1.42215,93.595,1.64395,0.82355,7.7515,-
2009/8/24,32.833,-,1.43235,94.79,1.6501,0.83775,7.75055,-
2009/8/25,32.895,-,1.4294,94.035,1.6404,0.83665,7.7503,-
2009/8/26,32.925,-,1.4303,94.2,1.6329,0.8372,7.75005,-
2009/8/27,32.936,-,1.4243,93.595,1.62165,0.82685,7.75105,-
2009/8/28,32.87,-,1.43595,93.685,1.62665,0.8392,7.75105,-
2009/8/31,32.906,-,1.42855,92.66,1.6245,0.8396,7.75095,-
2009/9/1,32.868,-,1.4358,93.08,1.6301,0.84215,7.7505,-
2009/9/2,32.895,-,1.42115,92.875,1.61555,0.8318,7.75095,-
2009/9/3,32.889,-,1.42775,92.265,1.6272,0.8354,7.7509,-
2009/9/4,32.912,-,1.42565,92.58,1.63295,0.83945,7.7507,-
2009/9/7,32.845,-,1.43325,93.135,1.63745,0.8521,7.7505,-
2009/9/8,32.812,-,1.4338,92.815,1.63585,0.85505,7.75045,-
2009/9/9,32.7,-,1.449,92.32,1.65225,0.85925,7.7503,-
2009/9/10,32.686,-,1.4577,92.065,1.6554,0.86015,7.7507,-
2009/9/11,32.638,-,1.46175,91.165,1.6725,0.86485,7.75045,-
2009/9/14,32.642,-,1.45395,90.49,1.6597,0.85665,7.75015,-
2009/9/15,32.64,-,1.46145,91.085,1.662,0.8608,7.7501,-
2009/9/16,32.554,-,1.46775,91.005,1.64595,0.8658,7.7501,-
2009/9/17,32.378,-,1.4733,91.125,1.6498,0.8754,7.7502,-
2009/9/18,32.427,-,1.47165,91.155,1.63775,0.8704,7.75025,-
2009/9/21,32.403,-,1.46795,91.895,1.6207,0.8649,7.75075,-
2009/9/22,32.372,-,1.47165,91.66,1.6234,0.86925,7.7502,-
2009/9/23,32.354,-,1.4816,90.71,1.6397,0.87715,7.75065,-
2009/9/24,32.418,-,1.47195,90.81,1.6355,0.87115,7.7505,-
2009/9/25,32.439,-,1.46845,90.71,1.59995,0.8684,7.7505,-
2009/9/28,32.46,-,1.46015,89.43,1.5836,0.8637,7.7506,-
2009/9/29,32.387,-,1.46395,89.915,1.5943,0.87545,7.75025,-
2009/9/30,32.167,-,1.46225,89.665,1.6011,0.87915,7.75015,-
2009/10/1,32.13,-,1.46265,89.99,1.59495,0.8811,7.7502,-
2009/10/2,32.3,-,1.45435,89.405,1.5913,0.87015,7.75035,-
2009/10/5,32.26,-,1.4634,89.795,1.6001,0.87345,7.75025,-
2009/10/6,32.138,-,1.4723,88.955,1.5998,0.8872,7.75045,-
2009/10/7,32.184,-,1.46955,88.775,1.5877,0.8897,7.75015,-
2009/10/8,32.138,-,1.47565,88.2,1.59995,0.9026,7.75025,-
2009/10/9,32.225,-,1.47265,89.215,1.60245,0.9036,7.7503,-
2009/10/12,32.275,-,1.472,90.15,1.5872,0.9036,7.75015,-
2009/10/13,32.308,-,1.47755,90.015,1.5782,0.9067,7.7501,-
2009/10/14,32.244,-,1.48815,89.055,1.5958,0.91335,7.75005,-
2009/10/15,32.211,-,1.49555,89.46,1.60655,0.92205,7.75015,-
2009/10/16,32.264,-,1.49155,90.905,1.63275,0.9216,7.7499,-
2009/10/19,32.358,-,1.48845,90.795,1.63345,0.91845,7.75025,-
2009/10/20,32.263,-,1.49745,90.195,1.6407,0.92885,7.75,-
2009/10/21,32.37,-,1.49325,90.645,1.64335,0.9231,7.7501,-
2009/10/22,32.39,-,1.5002,91.125,1.66215,0.92555,7.75005,-
2009/10/23,32.405,-,1.5019,91.65,1.6628,0.92695,7.75015,-
2009/10/26,32.392,-,1.50345,91.77,1.6282,0.9237,7.75005,-
2009/10/27,32.46,-,1.48915,92.09,1.63415,0.91825,7.75,-
2009/10/28,32.498,-,1.4809,91.155,1.6358,0.90965,7.75005,-
2009/10/29,32.584,-,1.47275,90.41,1.6398,0.8992,7.7503,-
2009/10/30,32.493,-,1.48485,91.125,1.6563,0.9162,7.7502,-
2009/11/2,32.563,-,1.47625,89.995,1.64585,0.9043,7.75035,-
2009/11/3,32.523,-,1.47845,90.205,1.63745,0.90165,7.75035,-
2009/11/4,32.555,-,1.47295,90.285,1.64325,0.90275,7.7503,-
2009/11/5,32.546,-,1.48405,90.435,1.6522,0.9056,7.75015,-
2009/11/6,32.482,-,1.4877,90.7,1.6615,0.91365,7.75015,-
2009/11/9,32.357,-,1.4932,90.095,1.67175,0.92445,7.75,-
2009/11/10,32.327,-,1.49705,89.88,1.6627,0.92615,7.75015,-
2009/11/11,32.355,-,1.4984,89.405,1.6722,0.92935,7.75005,-
2009/11/12,32.3,-,1.4995,89.805,1.6564,0.93385,7.75005,-
2009/11/13,32.297,-,1.4859,90.235,1.6595,0.92565,7.75,-
2009/11/16,32.183,-,1.4965,89.575,1.67075,0.93465,7.75,-
2009/11/17,32.112,-,1.4958,89.085,1.6827,0.9339,7.74995,-
2009/11/18,32.139,-,1.48865,89.145,1.68035,0.92865,7.75015,-
2009/11/19,32.195,-,1.491,89.13,1.6694,0.9237,7.75005,-
2009/11/20,32.35,-,1.4916,88.93,1.6667,0.9197,7.7501,-
2009/11/23,32.293,-,1.4926,88.85,1.6531,0.91875,7.75005,-
2009/11/24,32.278,-,1.49545,88.845,1.65845,0.9213,7.75015,-
2009/11/25,32.253,-,1.4988,88.305,1.6609,0.92575,7.75,-
2009/11/26,32.19,-,1.51045,86.61,1.6667,0.9221,7.75005,-
2009/11/27,32.343,-,1.49285,86.19,1.64105,0.90305,7.75005,-
2009/11/30,32.195,-,1.5043,86.115,1.6533,0.91535,7.75025,-
2009/12/1,32.202,-,1.49865,87.355,1.64145,0.91165,7.75015,-
2009/12/2,32.136,-,1.50955,86.985,1.6596,0.92725,7.75005,-
2009/12/3,32.157,-,1.5086,87.78,1.6675,0.9284,7.75005,-
2009/12/4,32.156,-,1.5048,88.17,1.6527,0.9228,7.75005,-
2009/12/7,32.22,-,1.4891,89.9,1.64845,0.91585,7.7501,-
2009/12/8,32.23,-,1.48355,88.835,1.64445,0.91275,7.7502,-
2009/12/9,32.288,-,1.47335,88.365,1.62635,0.9065,7.75065,-
2009/12/10,32.315,-,1.47085,87.96,1.6259,0.91335,7.75045,-
2009/12/11,32.22,-,1.47285,88.86,1.6313,0.91605,7.7508,-
2009/12/14,32.282,-,1.4671,88.75,1.6306,0.911,7.75125,-
2009/12/15,32.274,-,1.46435,88.935,1.6295,0.91295,7.7519,-
2009/12/16,32.308,-,1.45315,89.475,1.62415,0.8976,7.7541,-
2009/12/17,32.325,-,1.44065,90.1,1.6258,0.88985,7.7539,-
2009/12/18,32.351,-,1.43825,89.595,1.61895,0.8886,7.75655,-
2009/12/21,32.382,-,1.43465,90.33,1.615,0.8868,7.756,-
2009/12/22,32.376,-,1.42925,91.315,1.6061,0.8792,7.7561,-
2009/12/23,32.353,-,1.4253,91.7,1.59585,0.87595,7.75485,-
2009/12/24,32.263,-,1.4344,91.39,1.59885,0.8824,7.7539,-
2009/12/25,32.247,-,1.4367,91.425,1.5975,0.884,7.75565,-
2009/12/28,32.258,-,1.43825,91.55,1.5966,0.8884,7.7559,-
2009/12/29,32.292,-,1.43745,91.695,1.6008,0.888,7.75705,-
2009/12/30,32.275,-,1.4329,92.16,1.5893,0.89105,7.755,-
2009/12/31,32.148,-,1.43685,92.42,1.6077,0.89645,7.7549,-
2010/1/4,31.865,-,1.42985,92.765,1.6099,0.89745,7.75775,-
2010/1/5,31.805,-,1.44365,91.825,1.6114,0.9139,7.7564,-
2010/1/6,31.828,-,1.4352,92.11,1.59645,0.9137,7.756,-
2010/1/7,31.835,-,1.4395,92.225,1.5995,0.9222,7.7548,-
2010/1/8,31.865,-,1.43095,93.225,1.5949,0.91495,7.7558,-
2010/1/11,31.735,-,1.4508,92.27,1.6099,0.93045,7.7555,-
2010/1/12,31.785,-,1.44875,92.255,1.6088,0.92765,7.75475,-
2010/1/13,31.803,-,1.44885,91.085,1.6187,0.92365,7.75535,-
2010/1/14,31.76,-,1.45335,91.725,1.62865,0.9296,7.75655,-
2010/1/15,31.729,-,1.443,91.135,1.6334,0.92745,7.7584,-
2010/1/18,31.771,-,1.43775,90.995,1.6314,0.92155,7.76105,-
2010/1/19,31.772,-,1.4393,90.425,1.64035,0.9235,7.7642,-
2010/1/20,31.82,-,1.4201,91.12,1.6305,0.91685,7.76415,-
2010/1/21,31.906,-,1.40875,91.63,1.6259,0.9134,7.76895,-
2010/1/22,31.969,-,1.41225,89.975,1.62175,0.9026,7.772,-
2010/1/25,31.945,-,1.4162,90.105,1.6116,0.90615,7.7726,-
2010/1/26,31.99,-,1.40935,89.805,1.6211,0.89965,7.7701,-
2010/1/27,32.031,-,1.4068,89.255,1.61255,0.90105,7.77515,-
2010/1/28,31.975,-,1.4016,90.305,1.6189,0.90155,7.7717,-
2010/1/29,31.973,-,1.39305,89.925,1.6128,0.89015,7.76755,-
2010/2/1,32.045,-,1.38785,90.21,1.5956,0.8825,7.7674,-
2010/2/2,32.06,-,1.392,90.815,1.59405,0.8808,7.7682,-
2010/2/3,31.995,-,1.39575,90.465,1.5991,0.8861,7.7665,-
2010/2/4,31.985,-,1.3897,90.905,1.5912,0.8818,7.7673,-
2010/2/5,32.073,-,1.37075,89.65,1.57305,0.86685,7.77125,-
2010/2/6,32.05,-,1.36845,89.265,1.56575,0.86785,7.7712,-
2010/2/8,32.111,-,1.3641,89.345,1.56,0.86625,7.77075,-
2010/2/9,32.103,-,1.37085,89.39,1.5624,0.86945,7.7698,-
2010/2/10,32.05,-,1.3749,89.6,1.5673,0.8746,7.7693,-
2010/2/22,32.015,-,1.36365,91.675,1.548,0.90085,7.7655,-
2010/2/23,32.038,-,1.36315,91.04,1.553,0.90135,7.76075,-
2010/2/24,32.041,-,1.3539,90.21,1.5449,0.8926,7.76355,-
2010/2/25,32.087,-,1.3466,89.725,1.5342,0.88845,7.7655,-
2010/2/26,32.073,-,1.35845,89.285,1.5272,0.8897,7.7625,-
2010/3/1,32.029,-,1.36085,89.085,1.5163,0.8975,7.7624,-
2010/3/2,32.019,-,1.3537,89.345,1.4935,0.8991,7.7645,-
2010/3/3,31.998,-,1.36505,88.725,1.50525,0.9049,7.76295,-
2010/3/4,31.96,-,1.36715,88.47,1.50725,0.9015,7.76255,-
2010/3/5,31.924,-,1.3592,89.27,1.50375,0.90075,7.7631,-
2010/3/8,31.878,-,1.36825,90.395,1.5164,0.91125,7.7614,-
2010/3/9,31.85,-,1.36115,89.98,1.5009,0.90905,7.759,-
2010/3/10,31.747,-,1.35985,90.03,1.49695,0.91545,7.7594,-
2010/3/11,31.8,-,1.3647,90.385,1.49855,0.91485,7.75895,-
2010/3/12,31.77,-,1.36995,90.605,1.5067,0.91635,7.76015,-
2010/3/15,31.793,-,1.37445,90.595,1.5169,0.9146,7.75825,-
2010/3/16,31.806,-,1.36895,90.055,1.50475,0.91495,7.7591,-
2010/3/17,31.745,-,1.37855,90.635,1.522,0.91815,7.7618,-
2010/3/18,31.69,-,1.36835,90.14,1.52845,0.9209,7.7617,-
2010/3/19,31.729,-,1.36225,90.46,1.52425,0.92205,7.75935,-
2010/3/22,31.801,-,1.3515,90.51,1.4956,0.91405,7.76105,-
2010/3/23,31.814,-,1.35535,90.285,1.508,0.91735,7.7616,-
2010/3/24,31.794,-,1.34245,90.595,1.4988,0.91655,7.7618,-
2010/3/25,31.828,-,1.32965,92.055,1.48715,0.90925,7.7618,-
2010/3/26,31.87,-,1.3338,92.605,1.4888,0.91025,7.76215,-
2010/3/29,31.793,-,1.34355,92.595,1.4932,0.90855,7.7642,-
2010/3/30,31.773,-,1.3484,92.415,1.50015,0.91875,7.76375,-
2010/3/31,31.767,-,1.34045,93.33,1.5076,0.91495,7.76355,-
2010/4/1,31.744,-,1.35045,93.46,1.52125,0.91635,7.7654,-
2010/4/2,31.73,-,1.35785,93.825,1.52765,0.91925,7.7676,-
2010/4/6,31.669,-,1.34275,93.99,1.52285,0.92265,7.7661,-
2010/4/7,31.574,-,1.33745,94.16,1.5257,0.9263,7.7638,-
2010/4/8,31.59,-,1.33315,93.19,1.5225,0.9279,7.7624,-
2010/4/9,31.571,-,1.3345,93.57,1.5275,0.92715,7.7585,-
2010/4/12,31.505,-,1.36645,93.16,1.54545,0.9323,7.7579,-
2010/4/13,31.57,-,1.3581,92.765,1.5361,0.9242,7.7602,-
2010/4/14,31.45,-,1.3651,93.28,1.5419,0.93175,7.7597,-
2010/4/15,31.363,-,1.3637,93.345,1.5513,0.9346,7.7611,-
2010/4/16,31.37,-,1.35385,92.765,1.5444,0.9304,7.7616,-
2010/4/19,31.445,-,1.34615,91.955,1.5239,0.91855,7.7626,-
2010/4/20,31.43,-,1.347,92.61,1.53155,0.92775,7.7622,-
2010/4/21,31.362,-,1.3414,93.195,1.5372,0.9328,7.7631,-
2010/4/22,31.39,-,1.33925,92.825,1.5427,0.9268,7.7632,-
2010/4/23,31.353,-,1.32345,93.44,1.53715,0.9206,7.7625,-
2010/4/26,31.309,-,1.33785,94.225,1.54595,0.9289,7.7626,-
2010/4/27,31.278,-,1.33785,93.975,1.5454,0.92585,7.7639,-
2010/4/28,31.375,-,1.32075,93.135,1.52775,0.9215,7.7647,-
2010/4/29,31.408,-,1.32315,93.955,1.5158,0.92525,7.76705,-
2010/4/30,31.368,-,1.3241,94.025,1.53255,0.92995,7.76525,-
2010/5/3,31.393,-,1.3225,93.935,1.5246,0.92475,7.76455,-
2010/5/4,31.4,-,1.3184,94.875,1.5226,0.92175,7.7629,-
2010/5/5,31.513,-,1.2953,94.78,1.513,0.90885,7.7666,-
2010/5/6,31.59,-,1.2819,93.82,1.51025,0.9043,7.76675,-
2010/5/7,31.71,-,1.26675,91.81,1.45985,0.88675,7.7785,-
2010/5/10,31.598,-,1.29145,92.71,1.4866,0.9012,7.7793,-
2010/5/11,31.55,-,1.27395,92.76,1.4839,0.89805,7.7799,-
2010/5/12,31.691,-,1.2626,92.58,1.49055,0.89165,7.78085,-
2010/5/13,31.669,-,1.2654,93.2,1.4858,0.89945,7.78225,-
2010/5/14,31.648,-,1.25565,92.935,1.4637,0.89675,7.7825,-
2010/5/17,31.822,-,1.22725,91.89,1.4321,0.8756,7.7984,-
2010/5/18,31.876,-,1.23405,92.46,1.4441,0.87175,7.80065,-
2010/5/19,31.96,-,1.2216,92.065,1.43135,0.85755,7.79895,-
2010/5/20,32.058,-,1.23565,91.41,1.4368,0.83165,7.80355,-
2010/5/21,32.15,-,1.26365,90.18,1.44455,0.83165,7.8049,-
2010/5/24,32.106,-,1.25085,90.2,1.4476,0.82915,7.8032,-
2010/5/25,32.245,-,1.2284,89.83,1.43395,0.81805,7.8018,-
2010/5/26,32.258,-,1.2285,90.17,1.43705,0.82385,7.80065,-
2010/5/27,32.164,-,1.22625,90.18,1.44505,0.83165,7.7842,-
2010/5/28,32.019,-,1.2312,91.15,1.454,0.84975,7.78665,-
2010/5/31,31.967,-,1.23235,91.53,1.4476,0.85095,7.7913,-
2010/6/1,32.15,-,1.22765,91.215,1.4493,0.84005,7.7908,-
2010/6/2,32.294,-,1.22085,91.455,1.4728,0.83095,7.7947,-
2010/6/3,32.105,-,1.23155,92.295,1.46995,0.85005,7.7883,-
2010/6/4,32.163,-,1.21675,92.66,1.46125,0.84365,7.79145,-
2010/6/7,32.443,-,1.1921,91.265,1.44375,0.81525,7.79715,-
2010/6/8,32.358,-,1.19585,91.615,1.44955,0.8186,7.8036,-
2010/6/9,32.405,-,1.19295,91.405,1.4404,0.82075,7.8048,-
2010/6/10,32.443,-,1.20405,91.175,1.4576,0.8368,7.7987,-
2010/6/11,32.342,-,1.21055,91.575,1.47145,0.84445,7.7922,-
